SBD,Nam,Tinh,SBD_New,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,MaMonNgoaiNgu,TongDiem,KhoiA,KhoiA1,KhoiB,KhoiC,KhoiD,KHTN,KHXH,KhoiA02,KhoiC01,KhoiD07,TongDiemKHTN,TongDiemKHXH
48005154,25,48,5154,7.6,,5.0,5.5,6.25,,,,5.2,N1,29.55,18.1,17.8,19.35,,,5.58,,18.85,,18.3,,
48005196,25,48,5196,8.2,,8.0,8.0,,,,,,,24.2,24.2,,,,,,,,,,,
48005203,25,48,5203,6.6,6.25,,,,6.5,,,,,19.35,,,,,,,,,,,,
48005327,25,48,5327,,7.75,,,,8.25,8.5,,,,24.5,,,,24.5,,,,,,,,
48005558,25,48,5558,3.2,3.5,,,,2.25,4.5,,,,13.45,,,,10.25,,,,,,,,
48005563,25,48,5563,3.2,2.5,,,,3.25,4.0,,,,12.95,,,,9.75,,,,,,,,
48005572,25,48,5572,6.0,6.0,,,,,,,6.2,N1,18.2,,,,,18.2,,,,,,,
48005640,25,48,5640,,4.0,,,,5.5,5.5,,,,15.0,,,,15.0,,,,,,,,
48005644,25,48,5644,,6.25,,,,7.75,8.5,,,,22.5,,,,22.5,,,,,,,,
48005653,25,48,5653,,6.75,,,,9.0,7.5,,,,23.25,,,,23.25,,,,,,,,
48005846,25,48,5846,7.6,6.75,,,,8.25,,,,,22.6,,,,,,,,,,,,
48005887,25,48,5887,7.8,,8.0,7.25,,,,,,,23.05,23.05,,,,,,,,,,,
48006074,25,48,6074,4.8,3.75,,,,3.25,6.75,7.25,3.4,N1,29.2,,,,13.75,11.95,,5.75,,,,,29.2
48006082,25,48,6082,6.8,3.25,,,,4.0,6.5,8.25,3.0,N1,31.8,,,,13.75,13.05,,6.25,,,,,31.8
48006087,25,48,6087,2.0,2.75,,,,3.25,3.75,,,,11.75,,,,9.75,,,,,,,,
48006126,25,48,6126,3.2,5.5,,,,4.5,,,,,13.2,,,,,,,,,,,,
48006136,25,48,6136,,6.25,,,,6.25,8.25,,,,20.75,,,,20.75,,,,,,,,
48006148,25,48,6148,5.2,6.5,,,,7.75,,,,,19.45,,,,,,,,,,,,
48006154,25,48,6154,4.4,8.0,,,,3.5,7.0,6.25,3.6,N1,32.75,,,,18.5,16.0,,5.58,,,,,32.75
48006178,25,48,6178,,5.5,,,,4.5,6.0,,,,16.0,,,,16.0,,,,,,,,
48006216,25,48,6216,6.2,6.25,,,,,,,7.0,N1,19.45,,,,,19.45,,,,,,,
48006385,25,48,6385,,8.5,,,,8.0,,,6.2,N1,22.7,,,,,,,,,,,,
48006512,25,48,6512,7.2,,,,,6.75,7.5,7.75,3.4,N1,32.6,,,,,,,7.33,,,,,
48006546,25,48,6546,,8.0,,,,9.25,10.0,,,,27.25,,,,27.25,,,,,,,,
48006596,25,48,6596,2.0,2.25,,,,7.25,3.75,,,,15.25,,,,13.25,,,,,,,,
48006660,25,48,6660,4.4,6.75,,,,2.75,6.25,,,,20.15,,,,15.75,,,,,,,,
48006666,25,48,6666,2.8,4.25,,,,3.5,4.75,,,,15.3,,,,12.5,,,,,,,,
48006670,25,48,6670,3.8,5.75,,,,3.25,7.0,7.75,,,27.55,,,,16.0,,,6.0,,,,,
48006720,25,48,6720,6.2,,4.0,4.75,,,,,,,14.95,14.95,,,,,,,,,,,
48006730,25,48,6730,8.0,,7.25,6.75,,,,,4.0,N1,26.0,22.0,19.25,,,,,,,,18.75,,
48006841,25,48,6841,3.6,5.0,,,,5.25,6.0,,,,19.85,,,,16.25,,,,,,,,
48006923,25,48,6923,3.0,3.5,,,,,,,,,6.5,,,,,,,,,,,,
48006947,25,48,6947,3.4,3.25,,,,3.5,5.0,,,,15.15,,,,11.75,,,,,,,,
48006967,25,48,6967,,2.75,,,,5.75,7.0,,,,15.5,,,,15.5,,,,,,,,
48007090,25,48,7090,3.4,3.75,,,,4.0,5.75,,,,16.9,,,,13.5,,,,,,,,
48007207,25,48,7207,,7.25,,,,,,,,,7.25,,,,,,,,,,,,
48007365,25,48,7365,6.2,5.25,,,,4.5,,,,,15.95,,,,,,,,,,,,
48007404,25,48,7404,,8.5,,,,9.75,9.25,,,,27.5,,,,27.5,,,,,,,,
48007432,25,48,7432,5.6,6.5,,,,7.5,8.25,,,,27.85,,,,22.25,,,,,,,,
48007514,25,48,7514,4.2,7.0,,,,5.25,,,,,16.45,,,,,,,,,,,,
48007585,25,48,7585,8.2,8.5,,,,9.0,,,,,25.7,,,,,,,,,,,,
48007611,25,48,7611,,3.75,,,,4.75,6.25,,,,14.75,,,,14.75,,,,,,,,
48007684,25,48,7684,8.2,,,7.5,,,,,7.0,N1,22.7,,,,,,,,,,22.7,,
48007745,25,48,7745,7.2,6.25,,,,,,9.75,6.0,N1,29.2,,,,,19.45,,,,,,,
48007857,25,48,7857,3.0,4.0,,,,3.0,3.5,,,,13.5,,,,10.5,,,,,,,,
48007884,25,48,7884,8.6,7.0,,,,,,,7.2,N1,22.8,,,,,22.8,,,,,,,
48008026,25,48,8026,8.0,7.25,,,,,,,7.2,N1,22.45,,,,,22.45,,,,,,,
48008206,25,48,8206,5.4,,5.0,5.5,,,,,,,15.9,15.9,,,,,,,,,,,
48008395,25,48,8395,8.2,6.25,,,,,,,8.6,N1,23.05,,,,,23.05,,,,,,,
48008461,25,48,8461,7.4,7.0,,,,,,,8.2,N1,22.6,,,,,22.6,,,,,,,
48008702,25,48,8702,,8.0,,,,,,,8.2,N1,16.2,,,,,,,,,,,,
48008764,25,48,8764,8.0,8.25,,,,9.0,,,,,25.25,,,,,,,,,,,,
48008771,25,48,8771,7.4,,7.75,7.75,,,,,,,22.9,22.9,,,,,,,,,,,
48008792,25,48,8792,,8.25,,,,,,,5.2,N1,13.45,,,,,,,,,,,,
48008858,25,48,8858,8.0,8.0,,,,,,,7.2,N1,23.2,,,,,23.2,,,,,,,
48009006,25,48,9006,4.4,3.75,,,,4.0,6.5,,,,18.65,,,,14.25,,,,,,,,
48009047,25,48,9047,7.2,6.75,,,,,,,5.4,N1,19.35,,,,,19.35,,,,,,,
48009480,25,48,9480,7.8,,8.75,,,,,,6.4,N1,22.95,,22.95,,,,,,,,,,
48009539,25,48,9539,5.4,6.5,,,,5.25,6.75,7.0,1.4,N1,32.3,,,,18.5,13.3,,6.33,,,,,32.3
48009546,25,48,9546,,5.5,,,,,,,,,5.5,,,,,,,,,,,,
48009667,25,48,9667,8.0,,8.0,,,,,,7.0,N1,23.0,,23.0,,,,,,,,,,
48009789,25,48,9789,,4.75,,,,5.75,8.25,,,,18.75,,,,18.75,,,,,,,,
48009930,25,48,9930,5.0,4.75,,,,5.75,7.0,,,,22.5,,,,17.5,,,,,,,,
48009959,25,48,9959,4.2,4.5,,,,,,,,,8.7,,,,,,,,,,,,
48009962,25,48,9962,,6.5,,,,6.0,8.25,,,,20.75,,,,20.75,,,,,,,,
48009964,25,48,9964,,4.75,,,,7.75,8.0,,,,20.5,,,,20.5,,,,,,,,
48010143,25,48,10143,,5.25,,,,5.25,7.0,,,,17.5,,,,17.5,,,,,,,,
48010172,25,48,10172,6.6,,,6.5,8.0,,,,,,21.1,,,21.1,,,,,,,,,
48010219,25,48,10219,,8.25,,,,9.5,9.25,,,,27.0,,,,27.0,,,,,,,,
48010237,25,48,10237,7.8,,,6.75,7.25,,,,,,21.8,,,21.8,,,,,,,,,
48010271,25,48,10271,7.6,7.5,,,,,,,7.4,N1,22.5,,,,,22.5,,,,,,,
48010305,25,48,10305,7.2,,6.75,,,,,,7.4,N1,21.35,,21.35,,,,,,,,,,
48010314,25,48,10314,,4.5,,,,4.75,7.25,,,,16.5,,,,16.5,,,,,,,,
48010316,25,48,10316,4.4,4.25,,,,,,,7.4,N1,16.05,,,,,16.05,,,,,,,
48010353,25,48,10353,8.0,7.5,,,,9.0,,,7.6,N1,32.1,,,,,23.1,,,,,,,
48010460,25,48,10460,6.4,5.0,,,,7.75,,,,,19.15,,,,,,,,,,,,
48010642,25,48,10642,,3.5,,,,7.75,8.5,,,,19.75,,,,19.75,,,,,,,,
48010747,25,48,10747,6.2,,5.25,4.25,,,,,,,15.7,15.7,,,,,,,,,,,
48010780,25,48,10780,,6.75,,,,8.5,9.25,,,,24.5,,,,24.5,,,,,,,,
48010916,25,48,10916,3.8,3.5,,,,2.5,4.25,,,,14.05,,,,10.25,,,,,,,,
48011003,25,48,11003,3.2,4.0,,,,5.0,7.25,,,,19.45,,,,16.25,,,,,,,,
48011043,25,48,11043,6.4,,8.0,6.0,,,,,,,20.4,20.4,,,,,,,,,,,
48011076,25,48,11076,,5.25,,,,4.5,5.25,,,,15.0,,,,15.0,,,,,,,,
48011093,25,48,11093,3.4,4.0,,,,5.25,5.75,7.0,4.0,N1,29.4,,,,15.0,11.4,,6.0,,,,,29.4
48011224,25,48,11224,,5.5,,,,8.75,9.0,,,,23.25,,,,23.25,,,,,,,,
48011561,25,48,11561,8.2,5.75,,8.25,,,,,7.6,N1,29.8,,,,,21.55,,,,,24.05,,
48011698,25,48,11698,5.8,4.5,,,,7.25,,,,,17.55,,,,,,,,,,,,
48011811,25,48,11811,7.2,5.5,,,,8.25,8.25,,,,29.2,,,,22.0,,,,,,,,
48012263,25,48,12263,7.2,,6.25,5.5,,,,,,,18.95,18.95,,,,,,,,,,,
48012302,25,48,12302,4.6,2.75,,,,2.5,4.75,,,,14.6,,,,10.0,,,,,,,,
48012445,25,48,12445,6.8,8.0,,,,,,,,,14.8,,,,,,,,,,,,
48012475,25,48,12475,4.2,,4.25,3.75,,,,,,,12.2,12.2,,,,,,,,,,,
48012516,25,48,12516,7.6,4.0,,,,6.25,6.75,7.75,3.0,N1,35.35,,,,17.0,14.6,,6.92,,,,,35.35
48012636,25,48,12636,7.4,7.5,,4.0,,,,,6.8,N1,25.7,,,,,21.7,,,,,18.2,,
48012655,25,48,12655,5.8,,3.25,6.75,,,,,,,15.8,15.8,,,,,,,,,,,
48012672,25,48,12672,7.8,4.5,6.5,,,,,,4.8,N1,23.6,,19.1,,,17.1,,,,18.8,,,
48012678,25,48,12678,,7.25,,,,8.5,8.0,,,,23.75,,,,23.75,,,,,,,,
48012700,25,48,12700,,5.5,,,,7.5,6.75,,,,19.75,,,,19.75,,,,,,,,
48012758,25,48,12758,,5.25,,,,6.0,6.25,,,,17.5,,,,17.5,,,,,,,,
48012968,25,48,12968,6.8,6.5,5.75,6.0,6.25,,,,,,31.3,18.55,,19.05,,,6.0,,18.8,19.05,,,
48013216,25,48,13216,3.6,1.25,,,,2.5,3.5,,,,10.85,,,,7.25,,,,,,,,
48013220,25,48,13220,3.0,5.75,,,,4.5,4.5,7.5,2.8,N1,28.05,,,,14.75,11.55,,5.5,,,,,28.05
48013367,25,48,13367,8.8,5.5,,,,,,8.75,7.2,N1,30.25,,,,,21.5,,,,,,,
48013378,25,48,13378,3.6,3.5,,,,6.25,,,,,13.35,,,,,,,,,,,,
48013397,25,48,13397,7.4,,6.75,,,,,,6.4,N1,20.55,,20.55,,,,,,,,,,
48013592,25,48,13592,,6.0,,,,3.0,6.25,,,,15.25,,,,15.25,,,,,,,,
48013604,25,48,13604,4.6,5.0,2.5,3.0,3.5,,,,,,18.6,10.1,,11.1,,,3.0,,10.6,12.1,,,
48013723,25,48,13723,6.8,,,4.75,6.25,,,,,,17.8,,,17.8,,,,,,,,,
48013838,25,48,13838,8.0,,8.0,8.75,,,,,,,24.75,24.75,,,,,,,,,,,
48014026,25,48,14026,7.6,8.0,,,,,,,8.4,N1,24.0,,,,,24.0,,,,,,,
48014264,25,48,14264,6.6,8.25,,,,9.25,9.75,,,,33.85,,,,27.25,,,,,,,,
48014294,25,48,14294,2.0,4.5,,,,5.0,5.75,,,,17.25,,,,15.25,,,,,,,,
48014366,25,48,14366,7.0,,4.0,,,,,,4.8,N1,15.8,,15.8,,,,,,,,,,
48014416,25,48,14416,8.8,,7.0,8.0,2.5,,,,,,26.3,23.8,,19.3,,,5.83,,18.3,,,,
48014440,25,48,14440,7.0,6.5,,,,,,,8.0,N1,21.5,,,,,21.5,,,,,,,
48014444,25,48,14444,,8.25,,,,7.25,8.5,,,,24.0,,,,24.0,,,,,,,,
48014507,25,48,14507,8.8,,8.0,7.5,2.25,,,,5.6,N1,32.15,24.3,22.4,18.55,,,5.92,,19.05,,21.9,,
48014624,25,48,14624,,7.75,,,,9.25,8.75,7.0,,,32.75,,,,25.75,,,8.33,,,,,
48014780,25,48,14780,7.8,8.25,,,,,,,7.2,N1,23.25,,,,,23.25,,,,,,,
48014874,25,48,14874,7.0,,4.5,5.25,,,,,,,16.75,16.75,,,,,,,,,,,
48015051,25,48,15051,7.0,,5.5,5.75,,,,,,,18.25,18.25,,,,,,,,,,,
48015052,25,48,15052,4.8,6.25,6.0,4.25,,,,,,,21.3,15.05,,,,,,,,17.05,,,
48015076,25,48,15076,8.0,,7.0,6.75,,,,,,,21.75,21.75,,,,,,,,,,,
48015158,25,48,15158,8.6,,7.75,4.75,,,,,,,21.1,21.1,,,,,,,,,,,
48015247,25,48,15247,4.8,5.0,,,,4.5,4.5,6.25,3.0,N1,28.05,,,,14.0,12.8,,5.08,,,,,28.05
48015315,25,48,15315,,7.25,,,,,,,,,7.25,,,,,,,,,,,,
48015317,25,48,15317,,8.0,,,,7.5,8.0,,,,23.5,,,,23.5,,,,,,,,
48015325,25,48,15325,2.2,5.0,,,,4.75,4.75,,,,16.7,,,,14.5,,,,,,,,
48015436,25,48,15436,7.0,,,6.25,6.5,,,,,,19.75,,,19.75,,,,,,,,,
48015613,25,48,15613,8.2,,6.75,,,,,,8.2,N1,23.15,,23.15,,,,,,,,,,
48015659,25,48,15659,4.6,8.0,,,,,,,4.6,N1,17.2,,,,,17.2,,,,,,,
48015765,25,48,15765,3.0,1.25,,,,3.0,3.25,6.75,4.0,N1,21.25,,,,7.5,8.25,,4.33,,,,,21.25
48015889,25,48,15889,3.2,2.0,,,,3.5,6.0,,,,14.7,,,,11.5,,,,,,,,
48015921,25,48,15921,2.4,5.0,,,,3.75,4.5,,,,15.65,,,,13.25,,,,,,,,
48015935,25,48,15935,,4.5,,,,3.75,6.5,,,,14.75,,,,14.75,,,,,,,,
48015938,25,48,15938,8.4,3.5,7.0,6.5,3.25,,,,,,28.65,21.9,,18.15,,,5.58,,18.65,18.9,,,
48016096,25,48,16096,3.4,,,,,3.0,6.75,7.25,4.0,N1,24.4,,,,,,,5.67,,,,,
48016115,25,48,16115,2.8,3.0,,,,2.25,4.0,,,,12.05,,,,9.25,,,,,,,,
48016140,25,48,16140,7.8,6.5,,,,7.0,,,,,21.3,,,,,,,,,,,,
48016179,25,48,16179,5.0,5.0,,,,5.25,,,,,15.25,,,,,,,,,,,,
48016286,25,48,16286,3.4,4.25,,,,6.75,5.5,,,,19.9,,,,16.5,,,,,,,,
48016303,25,48,16303,7.2,6.25,,,,,6.25,,3.4,N1,23.1,,,,,16.85,,,,,,,
48016380,25,48,16380,6.6,6.25,,,,,,,4.8,N1,17.65,,,,,17.65,,,,,,,
48016528,25,48,16528,6.4,7.0,,,,,7.0,,,,20.4,,,,,,,,,,,,
48016632,25,48,16632,,5.0,,,,8.5,9.0,,,,22.5,,,,22.5,,,,,,,,
48016746,25,48,16746,3.2,2.25,,,,2.75,4.75,,,,12.95,,,,9.75,,,,,,,,
48016760,25,48,16760,8.4,6.75,,,,,,,5.2,N1,20.35,,,,,20.35,,,,,,,
48016802,25,48,16802,,3.75,,,,5.0,5.5,,,,14.25,,,,14.25,,,,,,,,
48016891,25,48,16891,,4.5,,,,5.75,7.75,,,,18.0,,,,18.0,,,,,,,,
48017119,25,48,17119,7.4,,7.75,7.75,,,,,,,22.9,22.9,,,,,,,,,,,
48017126,25,48,17126,8.8,,,7.5,7.0,,,,,,23.3,,,23.3,,,,,,,,,
48017168,25,48,17168,4.2,4.0,,,,5.25,,,,,13.45,,,,,,,,,,,,
48017209,25,48,17209,3.8,4.5,,,,2.5,3.25,0.0,2.6,N1,16.65,,,,10.25,10.9,,,,,,,
48017364,25,48,17364,6.2,7.25,,,,,,,8.4,N1,21.85,,,,,21.85,,,,,,,
48017423,25,48,17423,7.4,7.0,,,,6.0,7.25,,,,27.65,,,,20.25,,,,,,,,
48017498,25,48,17498,7.4,,6.25,6.0,,,,,,,19.65,19.65,,,,,,,,,,,
48017514,25,48,17514,8.0,7.5,,,,,,,6.4,N1,21.9,,,,,21.9,,,,,,,
48017740,25,48,17740,4.4,,,,,3.5,6.25,,,,14.15,,,,,,,,,,,,
48017791,25,48,17791,1.8,5.75,,,,4.0,,,,,11.55,,,,,,,,,,,,
48017826,25,48,17826,,4.0,,,,3.75,7.5,,,,15.25,,,,15.25,,,,,,,,
48017965,25,48,17965,5.2,1.75,,,,4.0,7.25,,,,18.2,,,,13.0,,,,,,,,
48017968,25,48,17968,,6.0,,,,8.25,8.5,,,,22.75,,,,22.75,,,,,,,,
48017993,25,48,17993,,5.5,,,,6.25,7.0,,,,18.75,,,,18.75,,,,,,,,
48018049,25,48,18049,,6.0,,,,8.0,7.75,,,,21.75,,,,21.75,,,,,,,,
48018112,25,48,18112,3.8,3.5,,,,3.25,5.25,,,,15.8,,,,12.0,,,,,,,,
48018426,25,48,18426,8.0,7.25,,,,5.75,8.0,,6.4,N1,35.4,,,,21.0,21.65,,,,,,,
48018497,25,48,18497,8.0,,7.75,7.25,3.0,,,,3.6,N1,29.6,23.0,19.35,18.25,,,6.0,,18.75,,18.85,,
48018615,25,48,18615,8.4,,,9.0,7.75,,,,,,25.15,,,25.15,,,,,,,,,
48018634,25,48,18634,3.2,2.75,3.25,3.5,3.75,,,,3.0,N1,19.45,9.95,9.45,10.45,,8.95,3.5,,10.2,9.2,9.7,19.45,
48018716,25,48,18716,,7.0,,,,,,,8.4,N1,15.4,,,,,,,,,,,,
48018732,25,48,18732,5.6,5.0,,,,5.0,5.5,0.0,3.0,N1,24.1,,,,15.5,13.6,,,,,,,
48018837,25,48,18837,2.8,4.75,,,,4.0,5.5,5.5,3.4,N1,25.95,,,,14.25,10.95,,5.0,,,,,25.95
48018901,25,48,18901,7.8,,6.25,8.5,,,,,,,22.55,22.55,,,,,,,,,,,
48018961,25,48,18961,3.8,3.5,,,,7.5,7.25,7.5,,,29.55,,,,18.25,,,7.42,,,,,
48018971,25,48,18971,2.2,3.0,,,,2.5,4.0,,,,11.7,,,,9.5,,,,,,,,
48019224,25,48,19224,5.2,,6.0,,,,,,4.4,N1,15.6,,15.6,,,,,,,,,,
48019226,25,48,19226,,6.5,,,,6.0,8.5,,,,21.0,,,,21.0,,,,,,,,
48019277,25,48,19277,,7.25,,,,,,,,,7.25,,,,,,,,,,,,
48019397,25,48,19397,7.6,,7.25,4.5,4.75,,,,8.4,N1,32.5,19.35,23.25,16.85,,,5.5,,19.6,,20.5,,
48019494,25,48,19494,7.6,8.0,,,,,,,6.0,N1,21.6,,,,,21.6,,,,,,,
48019495,25,48,19495,8.2,,8.5,7.25,,,,,,,23.95,23.95,,,,,,,,,,,
48019658,25,48,19658,4.2,3.0,,,,5.5,6.5,,,,19.2,,,,15.0,,,,,,,,
48019665,25,48,19665,,5.5,,,,6.0,9.0,,,,20.5,,,,20.5,,,,,,,,
48019689,25,48,19689,,8.5,,,,9.5,9.75,,,,27.75,,,,27.75,,,,,,,,
48019757,25,48,19757,2.8,1.75,,,,2.25,5.25,,,,12.05,,,,9.25,,,,,,,,
48019764,25,48,19764,,7.0,,,,,,,6.2,N1,13.2,,,,,,,,,,,,
48019846,25,48,19846,6.6,,,6.25,4.25,,,,,,17.1,,,17.1,,,,,,,,,
48019873,25,48,19873,8.0,6.0,5.75,7.25,,,,,,,27.0,21.0,,,,,,,,19.75,,,
48019956,25,48,19956,7.8,,7.5,8.25,,,,,,,23.55,23.55,,,,,,,,,,,
48019983,25,48,19983,3.8,4.75,,,,4.25,,,,,12.8,,,,,,,,,,,,
48020323,25,48,20323,4.4,5.0,,,,5.5,,,,,14.9,,,,,,,,,,,,
48020335,25,48,20335,8.0,,8.75,7.75,2.5,,,,4.2,N1,31.2,24.5,20.95,18.25,,,6.33,,19.25,,19.95,,
48020507,25,48,20507,5.4,,6.0,,,,,,6.0,N1,17.4,,17.4,,,,,,,,,,
48020598,25,48,20598,9.0,,7.75,,,,,,8.8,N1,25.55,,25.55,,,,,,,,,,
48020702,25,48,20702,2.8,5.0,,,,7.25,8.0,,,,23.05,,,,20.25,,,,,,,,
48020869,25,48,20869,,6.0,,,,7.5,7.75,,8.2,N1,29.45,,,,21.25,,,,,,,,
48020943,25,48,20943,7.0,7.5,,,,,,,5.8,N1,20.3,,,,,20.3,,,,,,,
48020980,25,48,20980,2.0,3.0,,,,3.25,5.5,4.75,2.6,N1,21.1,,,,11.75,7.6,,4.5,,,,,21.1
48021381,25,48,21381,7.0,7.75,,,,,,,5.2,N1,19.95,,,,,19.95,,,,,,,
48021400,25,48,21400,7.8,7.75,,,,,,,6.6,N1,22.15,,,,,22.15,,,,,,,
48021409,25,48,21409,6.8,6.5,,,,5.25,7.25,,,,25.8,,,,19.0,,,,,,,,
48021446,25,48,21446,,6.0,,,,7.25,9.0,,,,22.25,,,,22.25,,,,,,,,
48021517,25,48,21517,7.6,,,6.5,8.0,,,,,,22.1,,,22.1,,,,,,,,,
48021534,25,48,21534,,3.0,,,,4.75,7.0,,,,14.75,,,,14.75,,,,,,,,
48021715,25,48,21715,,8.0,,,,5.5,6.5,,,,20.0,,,,20.0,,,,,,,,
48021774,25,48,21774,7.4,7.25,,,,6.25,9.0,,5.4,N1,35.3,,,,22.5,20.05,,,,,,,
48021820,25,48,21820,,6.75,,,,5.0,2.5,,,,14.25,,,,14.25,,,,,,,,
48021886,25,48,21886,7.4,5.0,4.5,4.25,5.0,,,,3.4,N1,29.55,16.15,15.3,16.65,,15.8,4.58,,16.9,16.9,15.05,29.55,
48021935,25,48,21935,,6.75,,,,8.25,8.25,,6.2,N1,29.45,,,,23.25,,,,,,,,
48022008,25,48,22008,7.0,6.5,,,,,,,6.4,N1,19.9,,,,,19.9,,,,,,,
48022098,25,48,22098,8.0,8.0,,,,9.0,8.0,,,,33.0,,,,25.0,,,,,,,,
48022271,25,48,22271,7.0,6.75,,,,,,,5.2,N1,18.95,,,,,18.95,,,,,,,
48022476,25,48,22476,7.0,6.0,,,,6.75,,,,,19.75,,,,,,,,,,,,
48022545,25,48,22545,6.8,7.75,,,,,,,7.2,N1,21.75,,,,,21.75,,,,,,,
48022594,25,48,22594,,5.0,,,,7.25,8.0,,,,20.25,,,,20.25,,,,,,,,
48022598,25,48,22598,2.4,3.75,,,,5.5,5.5,,,,17.15,,,,14.75,,,,,,,,
48022701,25,48,22701,3.4,3.0,,,,4.0,7.0,6.25,3.0,N1,26.65,,,,14.0,9.4,,5.75,,,,,26.65
48022779,25,48,22779,,6.0,,,,,,,,,6.0,,,,,,,,,,,,
48022811,25,48,22811,,5.25,,,,4.5,5.5,,,,15.25,,,,15.25,,,,,,,,
48022839,25,48,22839,,3.0,,,,3.5,5.75,,,,12.25,,,,12.25,,,,,,,,
48022879,25,48,22879,7.0,,5.25,5.5,,,,,,,17.75,17.75,,,,,,,,,,,
48022988,25,48,22988,,4.25,,,,4.25,5.0,,,,13.5,,,,13.5,,,,,,,,
48023029,25,48,23029,8.2,,,7.75,,,,,7.4,N1,23.35,,,,,,,,,,23.35,,
48023049,25,48,23049,,6.25,,,,6.25,7.5,,,,20.0,,,,20.0,,,,,,,,
48023089,25,48,23089,2.8,4.5,,,,5.75,5.25,7.25,,,25.55,,,,15.5,,,6.08,,,,,
48023212,25,48,23212,,7.5,,,,6.25,7.75,,,,21.5,,,,21.5,,,,,,,,
48023240,25,48,23240,,5.75,,,,3.5,7.5,,,,16.75,,,,16.75,,,,,,,,
48023282,25,48,23282,3.6,4.75,,,,3.0,5.0,,,,16.35,,,,12.75,,,,,,,,
48023300,25,48,23300,4.2,,3.25,,,,,,6.4,N1,13.85,,13.85,,,,,,,,,,
48023326,25,48,23326,2.8,3.75,,,,,,,,,6.55,,,,,,,,,,,,
48023385,25,48,23385,3.0,2.75,,,,,,,,,5.75,,,,,,,,,,,,
48023623,25,48,23623,8.0,,,8.75,8.0,,,,,,24.75,,,24.75,,,,,,,,,
48023693,25,48,23693,9.2,,7.25,,,,,,8.4,N1,24.85,,24.85,,,,,,,,,,
48023710,25,48,23710,,4.0,,,,6.0,5.25,7.5,,,22.75,,,,15.25,,,6.25,,,,,
48023812,25,48,23812,6.0,6.25,,,,,,,5.6,N1,17.85,,,,,17.85,,,,,,,
48023937,25,48,23937,8.0,4.5,8.0,8.0,,,,,,,28.5,24.0,,,,,,,,20.5,,,
48023953,25,48,23953,5.0,1.5,,,,,6.0,,,,12.5,,,,,,,,,,,,
48024014,25,48,24014,7.8,8.5,,,,,,,5.6,N1,21.9,,,,,21.9,,,,,,,
48024077,25,48,24077,8.0,6.25,,,,7.25,,,,,21.5,,,,,,,,,,,,
48024168,25,48,24168,6.8,5.5,,,,,,,6.4,N1,18.7,,,,,18.7,,,,,,,
48024182,25,48,24182,8.4,,8.25,4.75,6.0,,,,8.4,N1,35.8,21.4,25.05,19.15,,,6.33,,22.65,,21.55,,
48024352,25,48,24352,5.2,,4.5,4.0,6.75,,,,,,20.45,13.7,,15.95,,,5.08,,16.45,,,,
48024376,25,48,24376,7.0,4.5,,,,,,,5.4,N1,16.9,,,,,16.9,,,,,,,
48024454,25,48,24454,6.8,6.5,,,,6.75,9.0,,,,29.05,,,,22.25,,,,,,,,
48024505,25,48,24505,7.8,,,7.0,7.25,,,,,,22.05,,,22.05,,,,,,,,,
48024568,25,48,24568,2.2,3.0,,,,3.25,5.0,5.0,2.2,N1,20.65,,,,11.25,7.4,,4.42,,,,,20.65
48024632,25,48,24632,6.4,5.5,,,,,,,4.6,N1,16.5,,,,,16.5,,,,,,,
48024673,25,48,24673,7.2,,,,,,,,5.8,N1,13.0,,,,,,,,,,,,
48024726,25,48,24726,8.0,,,7.75,8.5,,,,,,24.25,,,24.25,,,,,,,,,
48024811,25,48,24811,7.4,,7.75,,,,,,6.0,N1,21.15,,21.15,,,,,,,,,,
48024912,25,48,24912,,3.25,,,,5.0,7.25,,,,15.5,,,,15.5,,,,,,,,
48025039,25,48,25039,9.0,,7.25,,,,,,6.6,N1,22.85,,22.85,,,,,,,,,,
48025056,25,48,25056,2.4,2.75,,,,,,,,,5.15,,,,,,,,,,,,
48025145,25,48,25145,,4.5,,,,6.25,6.75,,,,17.5,,,,17.5,,,,,,,,
48025332,25,48,25332,3.0,3.25,,,,4.5,,,,,10.75,,,,,,,,,,,,
48025393,25,48,25393,6.2,4.5,,,,5.0,6.5,,,,22.2,,,,16.0,,,,,,,,
48025676,25,48,25676,2.6,3.0,,,,2.75,7.25,5.0,3.6,N1,24.2,,,,13.0,9.2,,5.0,,,,,24.2
48025687,25,48,25687,,8.0,,,,8.5,9.5,,,,26.0,,,,26.0,,,,,,,,
48025734,25,48,25734,,8.0,,,,9.5,8.75,,,,26.25,,,,26.25,,,,,,,,
48025821,25,48,25821,3.0,3.5,,,,,,,,,6.5,,,,,,,,,,,,
48025890,25,48,25890,7.6,,6.75,6.5,,,,,,,20.85,20.85,,,,,,,,,,,
48025896,25,48,25896,5.6,,4.75,3.5,2.75,,,,,,16.6,13.85,,11.85,,,3.67,,13.1,,,,
48026010,25,48,26010,,5.5,,,,7.0,7.5,,,,20.0,,,,20.0,,,,,,,,
48026058,25,48,26058,5.2,4.0,,,,6.75,,,,,15.95,,,,,,,,,,,,
48026091,25,48,26091,7.8,,7.5,,,,,,6.8,N1,22.1,,22.1,,,,,,,,,,
